field,ref_ws,footprint,centre_freq_mhz,footprint_pitch_deg,footprint_rota_deg,pol_axis_deg,variant,beam,mean_dQ,std_dQ,mean_dU,std_dU,n_obs
REF_0524-28,4788,closepack36,920.5,0.9,45.0,-45.0,lcal,13,-0.0326,0.0,-0.0293,0.0,1
REF_0524-28,4788,closepack36,920.5,0.9,45.0,-45.0,lcal,14,-0.0448,0.0,-0.0331,0.0,1
REF_0524-28,4788,closepack36,920.5,0.9,45.0,-45.0,lcal,15,-0.3294,0.0,0.0038,0.0,1
REF_0524-28,4788,closepack36,920.5,0.9,45.0,-45.0,lcal,16,-0.1027,0.0,0.0375,0.0,1
REF_0524-28,4788,closepack36,920.5,0.9,45.0,-45.0,lcal,17,0.1902,0.0,0.0499,0.0,1
REF_0524-28,4788,closepack36,920.5,0.9,45.0,-45.0,lcal,18,-0.0329,0.0,-0.0488,0.0,1
REF_0524-28,4788,closepack36,920.5,0.9,45.0,-45.0,lcal,19,0.5576,0.0,-0.0184,0.0,1
REF_0524-28,4788,closepack36,920.5,0.9,45.0,-45.0,lcal,20,0.1489,0.0,0.0038,0.0,1
REF_0524-28,4788,closepack36,920.5,0.9,45.0,-45.0,lcal,21,0.1986,0.0,0.049,0.0,1
REF_0524-28,4788,closepack36,920.5,0.9,45.0,-45.0,lcal,22,-0.1707,0.0,0.0624,0.0,1
REF_0524-28,4788,closepack36,920.5,0.9,45.0,-45.0,lcal,23,0.1477,0.0,0.0467,0.0,1
REF_0524-28,4788,closepack36,920.5,0.9,45.0,-45.0,lcal,24,-0.0742,0.0,-0.0212,0.0,1
REF_0524-28,4788,closepack36,920.5,0.9,45.0,-45.0,lcal,25,0.3537,0.0,-0.0176,0.0,1
REF_0524-28,4788,closepack36,920.5,0.9,45.0,-45.0,lcal,26,0.5281,0.0,0.0198,0.0,1
REF_0524-28,4788,closepack36,920.5,0.9,45.0,-45.0,lcal,27,0.3186,0.0,0.0322,0.0,1
REF_0524-28,4788,closepack36,920.5,0.9,45.0,-45.0,lcal,28,0.4048,0.0,0.0144,0.0,1
REF_0524-28,4788,closepack36,920.5,0.9,45.0,-45.0,lcal,29,-0.5616,0.0,0.034,0.0,1
REF_0524-28,4788,closepack36,920.5,0.9,45.0,-45.0,lcal,30,1.457,0.0,-0.0497,0.0,1
REF_0524-28,4788,closepack36,920.5,0.9,45.0,-45.0,lcal,31,-0.0119,0.0,0.0044,0.0,1
REF_0524-28,4788,closepack36,920.5,0.9,45.0,-45.0,lcal,32,0.1032,0.0,0.0012,0.0,1
REF_0524-28,4788,closepack36,920.5,0.9,45.0,-45.0,lcal,33,0.0978,0.0,0.0496,0.0,1
REF_0524-28,4788,closepack36,920.5,0.9,45.0,-45.0,lcal,34,-0.47,0.0,0.0915,0.0,1
REF_0524-28,4788,closepack36,920.5,0.9,45.0,-45.0,lcal,35,-0.3376,0.0,0.9216,0.0,1
REF_1124-28,4788,closepack36,920.5,0.9,45.0,-45.0,bpcal,0,-1.845,0.040305,-1.15955,0.005728,2
REF_1124-28,4788,closepack36,920.5,0.9,45.0,-45.0,bpcal,1,-0.49465,0.004172,0.18305,0.003606,2
