field,footprint,centre_freq_mhz,footprint_pitch_deg,footprint_rota_deg,pol_axis_deg,variant,beam,mean_dQ,std_dQ,mean_dU,std_dU,n_obs
REF_1324-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,13,0.264617,0.058422,-0.071933,0.011575,6
REF_1324-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,14,0.489667,0.091293,0.054883,0.015707,6
REF_1324-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,15,0.383933,0.097991,0.02425,0.012894,6
REF_1324-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,16,0.196667,0.060853,0.272417,0.008422,6
REF_1324-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,17,-0.366883,0.054879,0.016883,0.016988,6
REF_1324-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,18,-0.824717,0.048058,0.153383,0.019871,6
REF_1324-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,19,0.156617,0.066932,0.237417,0.008988,6
REF_1324-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,20,0.4299,0.094869,-0.103383,0.006642,6
REF_1324-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,21,0.641883,0.069626,0.092167,0.009698,6
REF_1324-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,22,0.558417,0.034995,-0.213733,0.011852,6
REF_1324-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,23,1.179667,0.128918,0.0664,0.012806,6
REF_1324-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,24,-0.40095,0.265135,0.0151,0.023196,6
REF_1324-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,25,-0.401583,0.082651,0.488883,0.012237,6
REF_1324-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,26,1.35685,0.111874,0.204633,0.007634,6
REF_1324-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,27,0.554933,0.084604,-0.13535,0.012583,6
REF_1324-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,28,0.606767,0.177699,-0.88045,0.00618,6
REF_1324-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,29,0.4535,0.118537,-0.01195,0.008075,6
REF_1324-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,30,-0.0597,0.122396,0.11295,0.02275,6
REF_1324-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,31,0.4241,0.085146,-0.142917,0.012343,6
REF_1324-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,32,0.776767,0.06341,-0.15095,0.018581,6
REF_1324-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,33,-0.1969,0.147696,-0.29865,0.009026,6
REF_1324-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,34,-0.012417,0.070909,0.324517,0.014919,6
REF_1324-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,35,-0.276933,0.124613,-0.36185,0.033393,6
REF_1324-28,closepack36,920.5,0.9,45.0,-45.0,lcal,0,0.2942,0.045725,-0.097133,0.025349,6
REF_1324-28,closepack36,920.5,0.9,45.0,-45.0,lcal,1,0.173017,0.091856,0.020683,0.00655,6
REF_1324-28,closepack36,920.5,0.9,45.0,-45.0,lcal,2,0.4085,0.03559,0.0252,0.006126,6
REF_1324-28,closepack36,920.5,0.9,45.0,-45.0,lcal,3,-0.20435,0.061302,-0.004833,0.015685,6
REF_1324-28,closepack36,920.5,0.9,45.0,-45.0,lcal,4,-0.076067,0.055028,0.032917,0.004759,6
REF_1324-28,closepack36,920.5,0.9,45.0,-45.0,lcal,5,0.01025,0.107451,0.053883,0.003052,6
REF_1324-28,closepack36,920.5,0.9,45.0,-45.0,lcal,6,-0.232333,0.057249,-0.01285,0.006595,6
REF_1324-28,closepack36,920.5,0.9,45.0,-45.0,lcal,7,0.180217,0.040304,-0.007867,0.008838,6
REF_1324-28,closepack36,920.5,0.9,45.0,-45.0,lcal,8,0.210883,0.037347,-0.027033,0.026192,6
REF_1324-28,closepack36,920.5,0.9,45.0,-45.0,lcal,9,0.36275,0.062382,0.00135,0.011979,6
REF_1324-28,closepack36,920.5,0.9,45.0,-45.0,lcal,10,-0.326883,0.077575,0.020517,0.010412,6
REF_1324-28,closepack36,920.5,0.9,45.0,-45.0,lcal,11,-0.023167,0.052502,0.039433,0.003448,6
REF_1324-28,closepack36,920.5,0.9,45.0,-45.0,lcal,12,-0.039533,0.097716,-0.06395,0.016326,6
REF_1324-28,closepack36,920.5,0.9,45.0,-45.0,lcal,13,0.28755,0.063713,-0.039183,0.003022,6
REF_1324-28,closepack36,920.5,0.9,45.0,-45.0,lcal,14,0.508367,0.094725,-0.032383,0.002863,6
REF_1324-28,closepack36,920.5,0.9,45.0,-45.0,lcal,15,0.373817,0.09308,0.01785,0.006696,6
REF_1324-28,closepack36,920.5,0.9,45.0,-45.0,lcal,16,0.191267,0.055688,0.029833,0.003191,6
REF_1324-28,closepack36,920.5,0.9,45.0,-45.0,lcal,17,-0.317967,0.062233,0.055133,0.002079,6
REF_1324-28,closepack36,920.5,0.9,45.0,-45.0,lcal,18,-0.820583,0.04554,-0.04075,0.005316,6
REF_1324-28,closepack36,920.5,0.9,45.0,-45.0,lcal,19,0.150267,0.06878,-0.02235,0.002391,6
REF_1324-28,closepack36,920.5,0.9,45.0,-45.0,lcal,20,0.4009,0.095073,0.002483,0.00175,6
REF_1324-28,closepack36,920.5,0.9,45.0,-45.0,lcal,21,0.623383,0.062179,0.063,0.006903,6
REF_1324-28,closepack36,920.5,0.9,45.0,-45.0,lcal,22,0.56335,0.043139,0.065883,0.003344,6
REF_1324-28,closepack36,920.5,0.9,45.0,-45.0,lcal,23,1.2098,0.121875,0.0539,0.003258,6
REF_1324-28,closepack36,920.5,0.9,45.0,-45.0,lcal,24,-0.3713,0.2778,-0.03635,0.004123,6
REF_1324-28,closepack36,920.5,0.9,45.0,-45.0,lcal,25,-0.376583,0.091457,-0.0171,0.003187,6
REF_1324-28,closepack36,920.5,0.9,45.0,-45.0,lcal,26,1.39965,0.11909,0.009283,0.006501,6
REF_1324-28,closepack36,920.5,0.9,45.0,-45.0,lcal,27,0.54765,0.079457,0.040083,0.003424,6
REF_1324-28,closepack36,920.5,0.9,45.0,-45.0,lcal,28,0.604617,0.168753,0.017117,0.005089,6
REF_1324-28,closepack36,920.5,0.9,45.0,-45.0,lcal,29,0.43475,0.109087,0.0106,0.01342,6
REF_1324-28,closepack36,920.5,0.9,45.0,-45.0,lcal,30,-0.076583,0.120701,-0.032483,0.005825,6
REF_1324-28,closepack36,920.5,0.9,45.0,-45.0,lcal,31,0.4468,0.088942,0.013583,0.004268,6
REF_1324-28,closepack36,920.5,0.9,45.0,-45.0,lcal,32,0.7806,0.063811,0.014917,0.008803,6
REF_1324-28,closepack36,920.5,0.9,45.0,-45.0,lcal,33,-0.166917,0.151801,0.050517,0.003903,6
REF_1324-28,closepack36,920.5,0.9,45.0,-45.0,lcal,34,0.014383,0.045757,0.086783,0.006236,6
REF_1324-28,closepack36,920.5,0.9,45.0,-45.0,lcal,35,-0.30025,0.132548,0.985417,0.02785,6
REF_0524-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,0,0.8783,0.0,-1.3135,0.0,1
REF_0524-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,1,0.8662,0.0,0.1621,0.0,1
REF_0524-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,2,0.1471,0.0,-0.1066,0.0,1
REF_0524-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,3,-0.0801,0.0,0.421,0.0,1
REF_0524-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,4,-0.5274,0.0,0.5758,0.0,1
REF_0524-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,5,-0.9604,0.0,0.4915,0.0,1
REF_0524-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,6,0.1909,0.0,-0.0098,0.0,1
REF_0524-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,7,-0.5963,0.0,-0.5119,0.0,1
REF_0524-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,8,-0.2535,0.0,0.0992,0.0,1
REF_0524-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,9,0.0993,0.0,0.4232,0.0,1
REF_0524-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,10,0.4331,0.0,0.5919,0.0,1
REF_0524-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,11,2.0909,0.0,0.3222,0.0,1
REF_0524-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,12,-0.7095,0.0,-0.0871,0.0,1
REF_0524-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,13,-0.0525,0.0,-0.1183,0.0,1
REF_0524-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,14,-0.1103,0.0,0.0929,0.0,1
REF_0524-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,15,-0.3777,0.0,0.0542,0.0,1
REF_0524-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,16,-0.1058,0.0,0.2785,0.0,1
REF_0524-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,17,0.1889,0.0,-0.0328,0.0,1
REF_0524-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,18,-0.0352,0.0,0.0784,0.0,1
REF_0524-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,19,0.5313,0.0,0.1963,0.0,1
REF_0524-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,20,0.1309,0.0,-0.1297,0.0,1
REF_0524-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,21,0.2012,0.0,0.0502,0.0,1
REF_0524-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,22,-0.165,0.0,-0.2542,0.0,1
REF_0524-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,23,0.1591,0.0,-0.0128,0.0,1
REF_0524-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,24,-0.0627,0.0,0.0894,0.0,1
REF_0524-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,25,0.3499,0.0,0.4247,0.0,1
REF_0524-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,26,0.54,0.0,0.1679,0.0,1
REF_0524-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,27,0.328,0.0,-0.1314,0.0,1
REF_0524-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,28,0.4327,0.0,-0.9203,0.0,1
REF_0524-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,29,-0.5547,0.0,-0.0292,0.0,1
REF_0524-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,30,1.4508,0.0,0.033,0.0,1
REF_0524-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,31,0.0107,0.0,-0.1816,0.0,1
REF_0524-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,32,0.1109,0.0,-0.2056,0.0,1
REF_0524-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,33,0.1233,0.0,-0.3283,0.0,1
REF_0524-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,34,-0.4603,0.0,0.2684,0.0,1
REF_0524-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,35,-0.3331,0.0,-0.4531,0.0,1
REF_0524-28,closepack36,920.5,0.9,45.0,-45.0,lcal,0,0.8853,0.0,-0.0523,0.0,1
REF_0524-28,closepack36,920.5,0.9,45.0,-45.0,lcal,1,0.8973,0.0,0.0375,0.0,1
REF_0524-28,closepack36,920.5,0.9,45.0,-45.0,lcal,2,0.146,0.0,0.0245,0.0,1
REF_0524-28,closepack36,920.5,0.9,45.0,-45.0,lcal,3,-0.0837,0.0,0.0218,0.0,1
REF_0524-28,closepack36,920.5,0.9,45.0,-45.0,lcal,4,-0.5345,0.0,0.0303,0.0,1
REF_0524-28,closepack36,920.5,0.9,45.0,-45.0,lcal,5,-0.9732,0.0,0.0606,0.0,1
REF_0524-28,closepack36,920.5,0.9,45.0,-45.0,lcal,6,0.1872,0.0,-0.01,0.0,1
REF_0524-28,closepack36,920.5,0.9,45.0,-45.0,lcal,7,-0.5983,0.0,0.0091,0.0,1
REF_0524-28,closepack36,920.5,0.9,45.0,-45.0,lcal,8,-0.2644,0.0,0.0245,0.0,1
REF_0524-28,closepack36,920.5,0.9,45.0,-45.0,lcal,9,0.1188,0.0,0.0173,0.0,1
REF_0524-28,closepack36,920.5,0.9,45.0,-45.0,lcal,10,0.4294,0.0,0.0395,0.0,1
REF_0524-28,closepack36,920.5,0.9,45.0,-45.0,lcal,11,2.0873,0.0,0.0333,0.0,1
REF_0524-28,closepack36,920.5,0.9,45.0,-45.0,lcal,12,-0.7095,0.0,-0.0273,0.0,1
REF_0524-28,closepack36,920.5,0.9,45.0,-45.0,lcal,13,-0.0326,0.0,-0.0293,0.0,1
REF_0524-28,closepack36,920.5,0.9,45.0,-45.0,lcal,14,-0.0448,0.0,-0.0331,0.0,1
REF_0524-28,closepack36,920.5,0.9,45.0,-45.0,lcal,15,-0.3294,0.0,0.0038,0.0,1
REF_0524-28,closepack36,920.5,0.9,45.0,-45.0,lcal,16,-0.1027,0.0,0.0375,0.0,1
REF_0524-28,closepack36,920.5,0.9,45.0,-45.0,lcal,17,0.1902,0.0,0.0499,0.0,1
REF_0524-28,closepack36,920.5,0.9,45.0,-45.0,lcal,18,-0.0329,0.0,-0.0488,0.0,1
REF_0524-28,closepack36,920.5,0.9,45.0,-45.0,lcal,19,0.5576,0.0,-0.0184,0.0,1
REF_0524-28,closepack36,920.5,0.9,45.0,-45.0,lcal,20,0.1489,0.0,0.0038,0.0,1
REF_0524-28,closepack36,920.5,0.9,45.0,-45.0,lcal,21,0.1986,0.0,0.049,0.0,1
REF_0524-28,closepack36,920.5,0.9,45.0,-45.0,lcal,22,-0.1707,0.0,0.0624,0.0,1
REF_0524-28,closepack36,920.5,0.9,45.0,-45.0,lcal,23,0.1477,0.0,0.0467,0.0,1
REF_0524-28,closepack36,920.5,0.9,45.0,-45.0,lcal,24,-0.0742,0.0,-0.0212,0.0,1
REF_0524-28,closepack36,920.5,0.9,45.0,-45.0,lcal,25,0.3537,0.0,-0.0176,0.0,1
REF_0524-28,closepack36,920.5,0.9,45.0,-45.0,lcal,26,0.5281,0.0,0.0198,0.0,1
REF_0524-28,closepack36,920.5,0.9,45.0,-45.0,lcal,27,0.3186,0.0,0.0322,0.0,1
REF_0524-28,closepack36,920.5,0.9,45.0,-45.0,lcal,28,0.4048,0.0,0.0144,0.0,1
REF_0524-28,closepack36,920.5,0.9,45.0,-45.0,lcal,29,-0.5616,0.0,0.034,0.0,1
REF_0524-28,closepack36,920.5,0.9,45.0,-45.0,lcal,30,1.457,0.0,-0.0497,0.0,1
REF_0524-28,closepack36,920.5,0.9,45.0,-45.0,lcal,31,-0.0119,0.0,0.0044,0.0,1
REF_0524-28,closepack36,920.5,0.9,45.0,-45.0,lcal,32,0.1032,0.0,0.0012,0.0,1
REF_0524-28,closepack36,920.5,0.9,45.0,-45.0,lcal,33,0.0978,0.0,0.0496,0.0,1
REF_0524-28,closepack36,920.5,0.9,45.0,-45.0,lcal,34,-0.47,0.0,0.0915,0.0,1
REF_0524-28,closepack36,920.5,0.9,45.0,-45.0,lcal,35,-0.3376,0.0,0.9216,0.0,1
REF_2300-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,0,-1.5002,0.0,-1.3103,0.0,1
REF_2300-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,1,0.3947,0.0,0.1868,0.0,1
REF_2300-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,2,0.8115,0.0,-0.0502,0.0,1
REF_2300-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,3,-0.1847,0.0,0.4393,0.0,1
REF_2300-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,4,-0.1741,0.0,0.6301,0.0,1
REF_2300-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,5,-0.2737,0.0,0.5473,0.0,1
REF_2300-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,6,1.319,0.0,-0.0345,0.0,1
REF_2300-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,7,0.4158,0.0,-0.4983,0.0,1
REF_2300-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,8,0.1419,0.0,0.0065,0.0,1
REF_2300-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,9,0.3722,0.0,0.4284,0.0,1
REF_2300-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,10,0.0232,0.0,0.5974,0.0,1
REF_2300-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,11,-0.3146,0.0,0.489,0.0,1
REF_2300-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,12,0.7937,0.0,-0.0128,0.0,1
REF_2300-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,13,0.0585,0.0,-0.0586,0.0,1
REF_2300-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,14,0.6193,0.0,0.0417,0.0,1
REF_2300-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,15,0.2678,0.0,0.0172,0.0,1
REF_2300-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,16,0.0962,0.0,0.2777,0.0,1
REF_2300-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,17,0.0943,0.0,0.043,0.0,1
REF_2300-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,18,0.172,0.0,0.1777,0.0,1
REF_2300-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,19,1.1924,0.0,0.2487,0.0,1
REF_2300-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,20,-0.0564,0.0,-0.0947,0.0,1
REF_2300-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,21,-0.3466,0.0,0.0949,0.0,1
REF_2300-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,22,-0.2178,0.0,-0.1716,0.0,1
REF_2300-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,23,-0.3025,0.0,0.0902,0.0,1
REF_2300-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,24,-0.5677,0.0,0.0848,0.0,1
REF_2300-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,25,0.545,0.0,0.5109,0.0,1
REF_2300-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,26,1.5487,0.0,0.2167,0.0,1
REF_2300-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,27,0.3372,0.0,-0.1095,0.0,1
REF_2300-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,28,0.2734,0.0,-0.8766,0.0,1
REF_2300-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,29,0.2381,0.0,0.0093,0.0,1
REF_2300-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,30,-0.0116,0.0,0.1213,0.0,1
REF_2300-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,31,0.449,0.0,-0.1176,0.0,1
REF_2300-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,32,0.3575,0.0,-0.1449,0.0,1
REF_2300-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,33,-0.2511,0.0,-0.2906,0.0,1
REF_2300-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,34,-0.3437,0.0,0.3365,0.0,1
REF_2300-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,35,-0.0648,0.0,-0.3123,0.0,1
REF_2300-28,closepack36,920.5,0.9,45.0,-45.0,lcal,0,-1.5926,0.0,-0.1365,0.0,1
REF_2300-28,closepack36,920.5,0.9,45.0,-45.0,lcal,1,0.328,0.0,0.0255,0.0,1
REF_2300-28,closepack36,920.5,0.9,45.0,-45.0,lcal,2,0.8039,0.0,0.0212,0.0,1
REF_2300-28,closepack36,920.5,0.9,45.0,-45.0,lcal,3,-0.1816,0.0,-0.0071,0.0,1
REF_2300-28,closepack36,920.5,0.9,45.0,-45.0,lcal,4,-0.1627,0.0,0.0332,0.0,1
REF_2300-28,closepack36,920.5,0.9,45.0,-45.0,lcal,5,-0.2637,0.0,0.0511,0.0,1
REF_2300-28,closepack36,920.5,0.9,45.0,-45.0,lcal,6,1.3044,0.0,-0.0141,0.0,1
REF_2300-28,closepack36,920.5,0.9,45.0,-45.0,lcal,7,0.4207,0.0,-0.0138,0.0,1
REF_2300-28,closepack36,920.5,0.9,45.0,-45.0,lcal,8,0.1449,0.0,-0.0387,0.0,1
REF_2300-28,closepack36,920.5,0.9,45.0,-45.0,lcal,9,0.3732,0.0,-0.0044,0.0,1
REF_2300-28,closepack36,920.5,0.9,45.0,-45.0,lcal,10,0.0288,0.0,0.0158,0.0,1
REF_2300-28,closepack36,920.5,0.9,45.0,-45.0,lcal,11,-0.305,0.0,0.026,0.0,1
REF_2300-28,closepack36,920.5,0.9,45.0,-45.0,lcal,12,0.76,0.0,-0.07,0.0,1
REF_2300-28,closepack36,920.5,0.9,45.0,-45.0,lcal,13,0.091,0.0,-0.0323,0.0,1
REF_2300-28,closepack36,920.5,0.9,45.0,-45.0,lcal,14,0.6429,0.0,-0.0332,0.0,1
REF_2300-28,closepack36,920.5,0.9,45.0,-45.0,lcal,15,0.2747,0.0,0.0193,0.0,1
REF_2300-28,closepack36,920.5,0.9,45.0,-45.0,lcal,16,0.1087,0.0,0.0283,0.0,1
REF_2300-28,closepack36,920.5,0.9,45.0,-45.0,lcal,17,0.1133,0.0,0.0552,0.0,1
REF_2300-28,closepack36,920.5,0.9,45.0,-45.0,lcal,18,0.1911,0.0,-0.036,0.0,1
REF_2300-28,closepack36,920.5,0.9,45.0,-45.0,lcal,19,1.2265,0.0,-0.0247,0.0,1
REF_2300-28,closepack36,920.5,0.9,45.0,-45.0,lcal,20,-0.0298,0.0,0.0033,0.0,1
REF_2300-28,closepack36,920.5,0.9,45.0,-45.0,lcal,21,-0.3623,0.0,0.0635,0.0,1
REF_2300-28,closepack36,920.5,0.9,45.0,-45.0,lcal,22,-0.2015,0.0,0.0781,0.0,1
REF_2300-28,closepack36,920.5,0.9,45.0,-45.0,lcal,23,-0.2986,0.0,0.0593,0.0,1
REF_2300-28,closepack36,920.5,0.9,45.0,-45.0,lcal,24,-0.5775,0.0,-0.0259,0.0,1
REF_2300-28,closepack36,920.5,0.9,45.0,-45.0,lcal,25,0.5493,0.0,-0.019,0.0,1
REF_2300-28,closepack36,920.5,0.9,45.0,-45.0,lcal,26,1.5743,0.0,0.0041,0.0,1
REF_2300-28,closepack36,920.5,0.9,45.0,-45.0,lcal,27,0.3423,0.0,0.0445,0.0,1
REF_2300-28,closepack36,920.5,0.9,45.0,-45.0,lcal,28,0.2048,0.0,0.0171,0.0,1
REF_2300-28,closepack36,920.5,0.9,45.0,-45.0,lcal,29,0.208,0.0,0.012,0.0,1
REF_2300-28,closepack36,920.5,0.9,45.0,-45.0,lcal,30,-0.0202,0.0,-0.0327,0.0,1
REF_2300-28,closepack36,920.5,0.9,45.0,-45.0,lcal,31,0.4747,0.0,0.0207,0.0,1
REF_2300-28,closepack36,920.5,0.9,45.0,-45.0,lcal,32,0.3093,0.0,0.0143,0.0,1
REF_2300-28,closepack36,920.5,0.9,45.0,-45.0,lcal,33,-0.2438,0.0,0.0475,0.0,1
REF_2300-28,closepack36,920.5,0.9,45.0,-45.0,lcal,34,-0.2714,0.0,0.0804,0.0,1
REF_2300-28,closepack36,920.5,0.9,45.0,-45.0,lcal,35,-0.0758,0.0,1.0037,0.0,1
REF_1612-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,0,0.11525,0.056781,-1.32685,0.003889,2
REF_1612-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,1,0.2085,0.025173,0.159,0.010324,2
REF_1612-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,2,-0.55775,0.037547,-0.10545,0.002616,2
REF_1612-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,3,0.02825,0.032032,0.3966,0.001414,2
REF_1612-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,4,-0.3561,0.133785,0.5786,0.000566,2
REF_1612-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,5,-0.8199,0.007637,0.52005,0.008839,2
REF_1612-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,6,-0.90215,0.046598,-0.04055,0.004455,2
REF_1612-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,7,-0.6073,0.127986,-0.50385,0.003889,2
REF_1612-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,8,-0.61045,0.169493,0.02375,0.008839,2
REF_1612-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,9,-1.04025,0.062579,0.42015,0.001202,2
REF_1612-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,10,-0.7295,0.163483,0.5759,0.002687,2
REF_1612-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,11,-0.4855,0.052326,0.40465,0.005162,2
REF_1612-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,12,-0.5868,0.047093,-0.1031,0.006505,2
REF_1612-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,13,-0.31705,0.086338,-0.07515,0.005303,2
REF_1612-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,14,-0.8417,0.055296,0.06975,0.004738,2
REF_1612-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,15,-2.4031,0.010324,0.0464,0.004525,2
REF_1612-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,16,-0.65285,0.046174,0.28585,0.003748,2
REF_1612-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,17,1.01445,0.078277,0.00715,0.014354,2
REF_1612-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,18,1.1451,0.054023,0.1413,0.004243,2
REF_1612-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,19,0.8317,0.066327,0.21975,0.002192,2
REF_1612-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,20,-0.41505,0.06371,-0.11215,0.005869,2
REF_1612-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,21,-0.13935,0.122966,0.076,0.003253,2
REF_1612-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,22,0.3409,0.031113,-0.2227,0.008061,2
REF_1612-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,23,1.26085,0.04674,0.06405,0.002899,2
REF_1612-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,24,0.15,0.105642,0.0601,0.014425,2
REF_1612-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,25,-0.38935,0.068519,0.4717,0.000849,2
REF_1612-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,26,-0.8367,0.135623,0.1772,0.004384,2
REF_1612-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,27,0.20605,0.094964,-0.1419,0.013718,2
REF_1612-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,28,-0.4046,0.042709,-0.89115,0.004313,2
REF_1612-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,29,0.8155,0.086691,-0.0222,0.002687,2
REF_1612-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,30,0.9303,0.023193,0.12345,0.001768,2
REF_1612-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,31,-0.305,0.05275,-0.13755,0.007849,2
REF_1612-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,32,-0.3894,0.003536,-0.16085,0.006152,2
REF_1612-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,33,-2.22735,0.058478,-0.3012,0.005515,2
REF_1612-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,34,-2.6275,0.005091,0.3298,0.024749,2
REF_1612-28,closepack36,920.5,0.9,45.0,-45.0,bpcal,35,0.75955,0.104723,-0.25285,0.018314,2
