# dQ/dU per-beam mean correction factors
# Generated  : 2026-03-20 15:00
# Source CSV : /Users/raj030/DATA/reffield-average/leakage_master_table.csv
# Selection  : manifest indices 14–49, excl '24-29'
# SB_REFs    : 30 contributing observations
# Footprint  : closepack36
# Weights ID : 5241
# Centre Freq: 920.5 MHz
# Pitch      : 0.9 deg
# Rotation   : 45.0 deg
# Pol Axis   : 0.0 deg (pa_fixed)
#
# Lookup usage:
#   grep 'REF_1324-28.*bpcal.*  12 ' dq_du_correction_factors.txt
#
# Columns:
#   field       reference field name
#   footprint   beam footprint name (from schedblock metadata)
#   wt_id       ODC weights ID (weights.id)
#   freq_MHz    beamformer centre frequency (MHz)
#   pitch_deg   beam footprint pitch (degrees)
#   rot_deg     footprint rotation angle (degrees)
#   pol_deg     polarisation axis angle (degrees, pa_fixed)
#   variant     calibration variant  (bpcal | lcal)
#   beam        beam index  (0–35)
#   mean_dQ     mean signed dQ/I (%) across all SB_REF × ODC observations
#   std_dQ      standard deviation of dQ/I (%)
#   mean_dU     mean signed dU/I (%) across all SB_REF × ODC observations
#   std_dU      standard deviation of dU/I (%)
#   n_obs       number of (SB_REF, ODC) data rows for this beam
#
field                     footprint          wt_id  freq_MHz  pitch_deg  rot_deg  pol_deg  variant   beam    mean_dQ    std_dQ    mean_dU    std_dU  n_obs
REF_1212-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       12    +0.1557    0.0977    -0.0010    0.0116      5
REF_1212-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       13    -0.0509    0.0395    -0.0640    0.0106      5
REF_1212-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       14    +0.0661    0.1312    +0.0703    0.0178      5
REF_1212-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       15    +0.3130    0.1273    +0.0122    0.0084      5
REF_1212-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       16    +0.2330    0.0200    +0.2675    0.0027      5
REF_1212-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       17    +0.2111    0.0587    +0.0167    0.0138      5
REF_1212-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       18    +0.3234    0.0257    +0.1642    0.0286      5
REF_1212-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       19    -0.3458    0.0681    +0.2510    0.0113      5
REF_1212-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       20    +0.0832    0.1519    -0.1001    0.0065      5
REF_1212-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       21    -0.0507    0.0480    +0.0913    0.0081      5
REF_1212-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       22    -0.0465    0.0705    -0.2071    0.0051      5
REF_1212-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       23    +0.3200    0.1087    +0.0664    0.0116      5
REF_1212-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       24    +0.8634    0.1191    +0.1083    0.0113      5
REF_1212-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       25    +1.5438    0.0660    +0.5052    0.0133      5
REF_1212-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       26    +1.4735    0.1325    +0.2270    0.0143      5
REF_1212-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       27    +3.5908    0.0608    -0.1293    0.0101      5
REF_1212-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       28    +1.7337    0.0925    -0.8753    0.0035      5
REF_1212-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       29    +0.2921    0.0648    -0.0003    0.0073      5
REF_1212-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       30    +0.6358    0.0671    +0.1193    0.0172      5
REF_1212-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       31    +1.9659    0.2889    -0.1134    0.0191      5
REF_1212-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       32    +4.2514    0.0955    -0.1372    0.0171      5
REF_1212-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       33    +5.2731    0.1351    -0.2803    0.0112      5
REF_1212-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       34    +1.1442    0.1408    +0.3333    0.0100      5
REF_1212-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       35    +1.2975    0.1017    -0.2702    0.0476      5

REF_1212-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal         0    +0.0347    0.0988    -0.0960    0.0277      5
REF_1212-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal         1    +0.0360    0.0257    +0.0216    0.0056      5
REF_1212-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal         2    +0.0104    0.0597    +0.0367    0.0062      5
REF_1212-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal         3    +0.2690    0.1135    -0.0046    0.0164      5
REF_1212-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal         4    +0.2661    0.0861    +0.0342    0.0043      5
REF_1212-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal         5    +0.0368    0.0745    +0.0503    0.0031      5
REF_1212-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal         6    +0.3233    0.0476    -0.0192    0.0043      5
REF_1212-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal         7    +0.2625    0.0421    -0.0079    0.0108      5
REF_1212-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal         8    +0.0550    0.0890    -0.0238    0.0296      5
REF_1212-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal         9    -0.0840    0.0799    +0.0004    0.0141      5
REF_1212-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        10    +0.1669    0.0667    +0.0211    0.0086      5
REF_1212-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        11    +0.4613    0.1320    +0.0385    0.0055      5
REF_1212-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        12    +0.1921    0.0935    -0.0602    0.0155      5
REF_1212-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        13    -0.0358    0.0455    -0.0352    0.0022      5
REF_1212-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        14    +0.0520    0.1409    -0.0386    0.0048      5
REF_1212-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        15    +0.2619    0.1451    +0.0168    0.0076      5
REF_1212-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        16    +0.2225    0.0302    +0.0314    0.0038      5
REF_1212-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        17    +0.2548    0.0567    +0.0537    0.0028      5
REF_1212-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        18    +0.3099    0.0183    -0.0387    0.0062      5
REF_1212-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        19    -0.4011    0.0930    -0.0297    0.0030      5
REF_1212-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        20    +0.0427    0.1542    -0.0014    0.0017      5
REF_1212-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        21    -0.0562    0.0550    +0.0628    0.0073      5
REF_1212-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        22    -0.0491    0.0782    +0.0707    0.0058      5
REF_1212-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        23    +0.3599    0.1034    +0.0598    0.0033      5
REF_1212-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        24    +1.0357    0.1501    -0.0213    0.0046      5
REF_1212-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        25    +1.6120    0.0636    -0.0054    0.0052      5
REF_1212-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        26    +1.5770    0.1210    +0.0189    0.0067      5
REF_1212-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        27    +3.5901    0.0609    +0.0424    0.0034      5
REF_1212-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        28    +1.7040    0.1112    +0.0190    0.0010      5
REF_1212-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        29    +0.2920    0.0637    +0.0180    0.0085      5
REF_1212-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        30    +0.7079    0.0738    -0.0102    0.0093      5
REF_1212-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        31    +2.1470    0.2519    +0.0398    0.0075      5
REF_1212-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        32    +4.3605    0.0739    +0.0321    0.0074      5
REF_1212-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        33    +5.3076    0.1287    +0.0531    0.0012      5
REF_1212-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        34    +1.1487    0.1166    +0.0833    0.0062      5
REF_1212-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        35    +1.1895    0.0808    +1.0263    0.0454      5

REF_1324-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal        0    +0.3155    0.0374    -1.2876    0.0254      6
REF_1324-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal        1    +0.1915    0.1005    +0.1741    0.0135      6
REF_1324-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal        2    +0.4123    0.0472    -0.0707    0.0172      6
REF_1324-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal        3    -0.2226    0.0644    +0.4496    0.0155      6
REF_1324-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal        4    -0.0953    0.0540    +0.6119    0.0153      6
REF_1324-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal        5    +0.0064    0.1036    +0.5295    0.0122      6
REF_1324-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal        6    -0.2095    0.0614    -0.0218    0.0186      6
REF_1324-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal        7    +0.1609    0.0278    -0.5014    0.0079      6
REF_1324-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal        8    +0.1973    0.0460    +0.0171    0.0296      6
REF_1324-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal        9    +0.3617    0.0692    +0.4287    0.0084      6
REF_1324-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       10    -0.3379    0.0817    +0.5879    0.0071      6
REF_1324-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       11    -0.0705    0.0666    +0.4668    0.0334      6
REF_1324-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       12    -0.0625    0.0948    -0.0050    0.0125      6
REF_1324-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       13    +0.2646    0.0584    -0.0719    0.0116      6
REF_1324-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       14    +0.4897    0.0913    +0.0549    0.0157      6
REF_1324-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       15    +0.3839    0.0980    +0.0242    0.0129      6
REF_1324-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       16    +0.1967    0.0609    +0.2724    0.0084      6
REF_1324-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       17    -0.3669    0.0549    +0.0169    0.0170      6
REF_1324-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       18    -0.8247    0.0481    +0.1534    0.0199      6
REF_1324-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       19    +0.1566    0.0669    +0.2374    0.0090      6
REF_1324-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       20    +0.4299    0.0949    -0.1034    0.0066      6
REF_1324-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       21    +0.6419    0.0696    +0.0922    0.0097      6
REF_1324-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       22    +0.5584    0.0350    -0.2137    0.0119      6
REF_1324-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       23    +1.1797    0.1289    +0.0664    0.0128      6
REF_1324-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       24    -0.4009    0.2651    +0.0151    0.0232      6
REF_1324-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       25    -0.4016    0.0827    +0.4889    0.0122      6
REF_1324-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       26    +1.3568    0.1119    +0.2046    0.0076      6
REF_1324-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       27    +0.5549    0.0846    -0.1353    0.0126      6
REF_1324-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       28    +0.6068    0.1777    -0.8805    0.0062      6
REF_1324-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       29    +0.4535    0.1185    -0.0120    0.0081      6
REF_1324-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       30    -0.0597    0.1224    +0.1129    0.0228      6
REF_1324-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       31    +0.4241    0.0851    -0.1429    0.0123      6
REF_1324-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       32    +0.7768    0.0634    -0.1510    0.0186      6
REF_1324-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       33    -0.1969    0.1477    -0.2987    0.0090      6
REF_1324-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       34    -0.0124    0.0709    +0.3245    0.0149      6
REF_1324-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       35    -0.2769    0.1246    -0.3619    0.0334      6

REF_1324-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal         0    +0.2942    0.0457    -0.0971    0.0253      6
REF_1324-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal         1    +0.1730    0.0919    +0.0207    0.0065      6
REF_1324-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal         2    +0.4085    0.0356    +0.0252    0.0061      6
REF_1324-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal         3    -0.2044    0.0613    -0.0048    0.0157      6
REF_1324-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal         4    -0.0761    0.0550    +0.0329    0.0048      6
REF_1324-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal         5    +0.0103    0.1075    +0.0539    0.0031      6
REF_1324-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal         6    -0.2323    0.0572    -0.0129    0.0066      6
REF_1324-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal         7    +0.1802    0.0403    -0.0079    0.0088      6
REF_1324-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal         8    +0.2109    0.0373    -0.0270    0.0262      6
REF_1324-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal         9    +0.3627    0.0624    +0.0014    0.0120      6
REF_1324-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        10    -0.3269    0.0776    +0.0205    0.0104      6
REF_1324-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        11    -0.0232    0.0525    +0.0394    0.0034      6
REF_1324-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        12    -0.0395    0.0977    -0.0639    0.0163      6
REF_1324-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        13    +0.2876    0.0637    -0.0392    0.0030      6
REF_1324-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        14    +0.5084    0.0947    -0.0324    0.0029      6
REF_1324-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        15    +0.3738    0.0931    +0.0179    0.0067      6
REF_1324-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        16    +0.1913    0.0557    +0.0298    0.0032      6
REF_1324-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        17    -0.3180    0.0622    +0.0551    0.0021      6
REF_1324-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        18    -0.8206    0.0455    -0.0408    0.0053      6
REF_1324-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        19    +0.1503    0.0688    -0.0223    0.0024      6
REF_1324-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        20    +0.4009    0.0951    +0.0025    0.0017      6
REF_1324-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        21    +0.6234    0.0622    +0.0630    0.0069      6
REF_1324-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        22    +0.5634    0.0431    +0.0659    0.0033      6
REF_1324-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        23    +1.2098    0.1219    +0.0539    0.0033      6
REF_1324-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        24    -0.3713    0.2778    -0.0364    0.0041      6
REF_1324-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        25    -0.3766    0.0915    -0.0171    0.0032      6
REF_1324-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        26    +1.3997    0.1191    +0.0093    0.0065      6
REF_1324-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        27    +0.5476    0.0795    +0.0401    0.0034      6
REF_1324-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        28    +0.6046    0.1688    +0.0171    0.0051      6
REF_1324-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        29    +0.4348    0.1091    +0.0106    0.0134      6
REF_1324-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        30    -0.0766    0.1207    -0.0325    0.0058      6
REF_1324-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        31    +0.4468    0.0889    +0.0136    0.0043      6
REF_1324-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        32    +0.7806    0.0638    +0.0149    0.0088      6
REF_1324-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        33    -0.1669    0.1518    +0.0505    0.0039      6
REF_1324-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        34    +0.0144    0.0458    +0.0868    0.0062      6
REF_1324-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        35    -0.3002    0.1325    +0.9854    0.0278      6

REF_0524-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal        0    +0.8783    0.0000    -1.3135    0.0000      1
REF_0524-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal        1    +0.8662    0.0000    +0.1621    0.0000      1
REF_0524-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal        2    +0.1471    0.0000    -0.1066    0.0000      1
REF_0524-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal        3    -0.0801    0.0000    +0.4210    0.0000      1
REF_0524-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal        4    -0.5274    0.0000    +0.5758    0.0000      1
REF_0524-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal        5    -0.9604    0.0000    +0.4915    0.0000      1
REF_0524-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal        6    +0.1909    0.0000    -0.0098    0.0000      1
REF_0524-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal        7    -0.5963    0.0000    -0.5119    0.0000      1
REF_0524-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal        8    -0.2535    0.0000    +0.0992    0.0000      1
REF_0524-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal        9    +0.0993    0.0000    +0.4232    0.0000      1
REF_0524-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       10    +0.4331    0.0000    +0.5919    0.0000      1
REF_0524-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       11    +2.0909    0.0000    +0.3222    0.0000      1
REF_0524-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       12    -0.7095    0.0000    -0.0871    0.0000      1
REF_0524-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       13    -0.0525    0.0000    -0.1183    0.0000      1
REF_0524-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       14    -0.1103    0.0000    +0.0929    0.0000      1
REF_0524-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       15    -0.3777    0.0000    +0.0542    0.0000      1
REF_0524-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       16    -0.1058    0.0000    +0.2785    0.0000      1
REF_0524-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       17    +0.1889    0.0000    -0.0328    0.0000      1
REF_0524-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       18    -0.0352    0.0000    +0.0784    0.0000      1
REF_0524-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       19    +0.5313    0.0000    +0.1963    0.0000      1
REF_0524-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       20    +0.1309    0.0000    -0.1297    0.0000      1
REF_0524-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       21    +0.2012    0.0000    +0.0502    0.0000      1
REF_0524-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       22    -0.1650    0.0000    -0.2542    0.0000      1
REF_0524-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       23    +0.1591    0.0000    -0.0128    0.0000      1
REF_0524-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       24    -0.0627    0.0000    +0.0894    0.0000      1
REF_0524-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       25    +0.3499    0.0000    +0.4247    0.0000      1
REF_0524-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       26    +0.5400    0.0000    +0.1679    0.0000      1
REF_0524-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       27    +0.3280    0.0000    -0.1314    0.0000      1
REF_0524-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       28    +0.4327    0.0000    -0.9203    0.0000      1
REF_0524-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       29    -0.5547    0.0000    -0.0292    0.0000      1
REF_0524-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       30    +1.4508    0.0000    +0.0330    0.0000      1
REF_0524-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       31    +0.0107    0.0000    -0.1816    0.0000      1
REF_0524-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       32    +0.1109    0.0000    -0.2056    0.0000      1
REF_0524-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       33    +0.1233    0.0000    -0.3283    0.0000      1
REF_0524-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       34    -0.4603    0.0000    +0.2684    0.0000      1
REF_0524-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       35    -0.3331    0.0000    -0.4531    0.0000      1

REF_0524-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal         0    +0.8853    0.0000    -0.0523    0.0000      1
REF_0524-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal         1    +0.8973    0.0000    +0.0375    0.0000      1
REF_0524-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal         2    +0.1460    0.0000    +0.0245    0.0000      1
REF_0524-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal         3    -0.0837    0.0000    +0.0218    0.0000      1
REF_0524-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal         4    -0.5345    0.0000    +0.0303    0.0000      1
REF_0524-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal         5    -0.9732    0.0000    +0.0606    0.0000      1
REF_0524-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal         6    +0.1872    0.0000    -0.0100    0.0000      1
REF_0524-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal         7    -0.5983    0.0000    +0.0091    0.0000      1
REF_0524-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal         8    -0.2644    0.0000    +0.0245    0.0000      1
REF_0524-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal         9    +0.1188    0.0000    +0.0173    0.0000      1
REF_0524-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        10    +0.4294    0.0000    +0.0395    0.0000      1
REF_0524-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        11    +2.0873    0.0000    +0.0333    0.0000      1
REF_0524-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        12    -0.7095    0.0000    -0.0273    0.0000      1
REF_0524-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        13    -0.0326    0.0000    -0.0293    0.0000      1
REF_0524-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        14    -0.0448    0.0000    -0.0331    0.0000      1
REF_0524-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        15    -0.3294    0.0000    +0.0038    0.0000      1
REF_0524-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        16    -0.1027    0.0000    +0.0375    0.0000      1
REF_0524-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        17    +0.1902    0.0000    +0.0499    0.0000      1
REF_0524-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        18    -0.0329    0.0000    -0.0488    0.0000      1
REF_0524-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        19    +0.5576    0.0000    -0.0184    0.0000      1
REF_0524-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        20    +0.1489    0.0000    +0.0038    0.0000      1
REF_0524-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        21    +0.1986    0.0000    +0.0490    0.0000      1
REF_0524-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        22    -0.1707    0.0000    +0.0624    0.0000      1
REF_0524-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        23    +0.1477    0.0000    +0.0467    0.0000      1
REF_0524-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        24    -0.0742    0.0000    -0.0212    0.0000      1
REF_0524-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        25    +0.3537    0.0000    -0.0176    0.0000      1
REF_0524-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        26    +0.5281    0.0000    +0.0198    0.0000      1
REF_0524-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        27    +0.3186    0.0000    +0.0322    0.0000      1
REF_0524-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        28    +0.4048    0.0000    +0.0144    0.0000      1
REF_0524-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        29    -0.5616    0.0000    +0.0340    0.0000      1
REF_0524-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        30    +1.4570    0.0000    -0.0497    0.0000      1
REF_0524-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        31    -0.0119    0.0000    +0.0044    0.0000      1
REF_0524-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        32    +0.1032    0.0000    +0.0012    0.0000      1
REF_0524-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        33    +0.0978    0.0000    +0.0496    0.0000      1
REF_0524-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        34    -0.4700    0.0000    +0.0915    0.0000      1
REF_0524-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        35    -0.3376    0.0000    +0.9216    0.0000      1

REF_2300-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal        0    -1.5002    0.0000    -1.3103    0.0000      1
REF_2300-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal        1    +0.3947    0.0000    +0.1868    0.0000      1
REF_2300-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal        2    +0.8115    0.0000    -0.0502    0.0000      1
REF_2300-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal        3    -0.1847    0.0000    +0.4393    0.0000      1
REF_2300-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal        4    -0.1741    0.0000    +0.6301    0.0000      1
